Timestamp,Street,Event,Details
2025-10-13T00:25:38.805697,,Geocode Success,"LINZ: 5 Kallaroo Place, Botany Downs, Auckland → -36.91326345, 174.9207951"
2025-10-13T00:25:39.118633,,Geocode Success,"8 The Green, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:39.336832,,Geocode Success,"LINZ: 8 The Green, Golflands, Auckland → -36.91978077, 174.9069734"
2025-10-13T00:25:39.652341,,Geocode Success,"11 Nypa Way, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:39.900398,,Geocode Success,"LINZ: 11 Nypa Way, Somerville, Auckland → -36.90792988, 174.9323795"
2025-10-13T00:25:40.183283,,Geocode Success,"72 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:40.370339,,Geocode Success,"LINZ: 72 Drake Street, Howick, Auckland → -36.89964167, 174.9298111"
2025-10-13T00:25:40.635300,,Geocode Success,"64 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:40.807602,,Geocode Success,"LINZ: 64 Drake Street, Howick, Auckland → -36.89970628, 174.9306199"
2025-10-13T00:25:41.058862,,Geocode Success,"42 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:41.307933,,Geocode Success,"LINZ: 42 Drake Street, Howick, Auckland → -36.90012817, 174.9321474"
2025-10-13T00:25:41.592705,,Geocode Success,"40 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:41.815153,,Geocode Success,"LINZ: 40 Drake Street, Howick, Auckland → -36.90022498, 174.932335"
2025-10-13T00:25:42.489216,,LINZ Miss,"55 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:42.629716,,Geocode Fallback,"LINZ failed for 55 Drake Street, Howick, Auckland"
2025-10-13T00:25:43.697027,,Geocode Failed,"geocode.xyz → 55 Drake Street, Howick, Auckland (invalid)"
2025-10-13T00:25:44.247713,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:44.435664,,Geocode Success,"Nominatim: 55 Drake Street, Howick, Auckland → lat:-36.8990928, lon:174.9312515"
2025-10-13T00:25:44.577724,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8990928, 174.9312515, '2014') for input: 55 Drake Street, Howick, Auckland"
2025-10-13T00:25:45.346267,,LINZ Miss,"57 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-13T00:25:45.519672,,Geocode Fallback,"LINZ failed for 57 Drake Street, Howick, Auckland"
2025-10-13T00:25:46.679485,,Geocode Failed,"geocode.xyz → 57 Drake Street, Howick, Auckland (invalid)"
2025-10-13T00:25:47.122020,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-13T00:25:47.311327,,Geocode Success,"Nominatim: 57 Drake Street, Howick, Auckland → lat:-36.8992533, lon:174.9309928"
2025-10-13T00:25:47.484066,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8992533, 174.9309928, '2014') for input: 57 Drake Street, Howick, Auckland"
2025-10-13T00:25:47.911142,,Geocode Success,"23 Baird Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:48.175221,,Geocode Success,"LINZ: 23 Baird Street, Howick, Auckland → -36.90048198, 174.9309772"
2025-10-13T00:25:48.443099,,Geocode Success,"1 Stockade View Lane, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:48.678843,,Geocode Success,"LINZ: 1 Stockade View Lane, Howick, Auckland → -36.8978012, 174.9317788"
2025-10-13T00:25:48.993115,,Geocode Success,"3 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:49.231216,,Geocode Success,"LINZ: 3 Athenry Place, Dannemora, Auckland → -36.92921805, 174.9218251"
2025-10-13T00:25:49.562254,,Geocode Success,"27 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:49.753666,,Geocode Success,"LINZ: 27 Athenry Place, Dannemora, Auckland → -36.9303555, 174.9202783"
2025-10-13T00:25:50.035861,,Geocode Success,"21 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:50.258140,,Geocode Success,"LINZ: 21 Athenry Place, Dannemora, Auckland → -36.92987067, 174.9207648"
2025-10-13T00:25:50.524690,,Geocode Success,"10 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:50.762893,,Geocode Success,"LINZ: 10 Balbriggan Rise, Dannemora, Auckland → -36.93027865, 174.9229539"
2025-10-13T00:25:51.094137,,Geocode Success,"3 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:51.331248,,Geocode Success,"LINZ: 3 Balbriggan Rise, Dannemora, Auckland → -36.93078775, 174.9228258"
2025-10-13T00:25:51.659612,,Geocode Success,"42 Keppoch Court, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:51.910098,,Geocode Success,"LINZ: 42 Keppoch Court, Dannemora, Auckland → -36.92766952, 174.9192487"
2025-10-13T00:25:52.266634,,Geocode Success,"30 Botany Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-13T00:25:52.577513,,Geocode Success,"LINZ: 30 Botany Road, Howick, Auckland → -36.90142063, 174.9188992"
2025-10-16T14:21:34.156697,,Session Start,Script started and corrections_log.csv initialized.
2025-10-16T14:21:34.164133,,Session Start,Script started and corrections_log.csv initialized.
2025-10-16T14:21:55.084881,,Geocode Success,"7 Sheffield Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:55.320320,,Geocode Success,"LINZ: 7 Sheffield Place, Botany Downs, Auckland → -36.9076804, 174.9174203"
2025-10-16T14:21:55.771914,,Geocode Success,"65 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:55.964147,,Geocode Success,"LINZ: 65 Aviemore Drive, Highland Park, Auckland → -36.90476862, 174.9047863"
2025-10-16T14:21:56.370566,,Geocode Success,"58 Tarnica Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:56.606612,,Geocode Success,"LINZ: 58 Tarnica Road, Northpark, Auckland → -36.92629249, 174.9144777"
2025-10-16T14:21:57.246554,,Geocode Success,"10 Fencotie Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:57.531462,,Geocode Success,"LINZ: 10 Fencotie Place, Northpark, Auckland → -36.92733825, 174.9133632"
2025-10-16T14:21:58.046113,,Geocode Success,"4 Glassonby Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:58.266529,,Geocode Success,"LINZ: 4 Glassonby Road, Northpark, Auckland → -36.9256841, 174.9139537"
2025-10-16T14:21:58.736864,,Geocode Success,"15 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:58.956114,,Geocode Success,"LINZ: 15 Aspatria Place, Northpark, Auckland → -36.92471437, 174.9155052"
2025-10-16T14:21:59.359291,,Geocode Success,"14 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:21:59.595043,,Geocode Success,"LINZ: 14 Aspatria Place, Northpark, Auckland → -36.92480975, 174.9153328"
2025-10-16T14:22:00.188321,,Geocode Success,"12 Anthony Place, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:00.424388,,Geocode Success,"LINZ: 12 Anthony Place, Pakuranga, Auckland → -36.91422155, 174.8677362"
2025-10-16T14:22:10.054888,,LINZ Miss,"2 Anthony Place, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-16T14:22:10.245549,,Geocode Fallback,"LINZ failed for 2 Anthony Place, Pakuranga, Auckland"
2025-10-16T14:22:11.917132,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-16T14:22:12.068389,,Geocode Success,"Nominatim: 2 Anthony Place, Pakuranga, Auckland → lat:-36.9141854, lon:174.8684727"
2025-10-16T14:22:12.182998,,Geocode Source,"Nominatim returned: ('Anthony Place, Pakūranga, Auckland', -36.9141854, 174.8684727, '2010') for input: 2 Anthony Place, Pakuranga, Auckland"
2025-10-16T14:22:16.939001,,Geocode Success,"42 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:17.159446,,Geocode Success,"LINZ: 42 Aviemore Drive, Highland Park, Auckland → -36.90194977, 174.9053192"
2025-10-16T14:22:17.460499,,Geocode Success,"50 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:17.678328,,Geocode Success,"LINZ: 50 Aviemore Drive, Highland Park, Auckland → -36.90232013, 174.9052988"
2025-10-16T14:22:17.991303,,Geocode Success,"2 Dale Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:18.196460,,Geocode Success,"LINZ: 2 Dale Crescent, Pakuranga, Auckland → -36.91477022, 174.8668704"
2025-10-16T14:22:18.571931,,Geocode Success,"2 Spenbrooke Road, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:18.759079,,Geocode Success,"LINZ: 2 Spenbrooke Road, Flat Bush, Auckland → -36.95182723, 174.9082965"
2025-10-16T14:22:19.005963,,Geocode Success,"160 Kohimarama Road, Kohimarama, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:19.255735,,Geocode Success,"LINZ: 160 Kohimarama Road, Kohimarama, Auckland → -36.85796797, 174.8370535"
2025-10-16T14:22:19.552461,,Geocode Success,"13 Weri Road, Karaka, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:19.771211,,Geocode Success,"LINZ: 13 Weri Road, Karaka, Auckland → -37.09908441, 174.936907"
2025-10-16T14:22:20.110958,,Geocode Success,"19 Hope Farm Avenue, Pakuranga Heights, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:20.284473,,Geocode Success,"LINZ: 19 Hope Farm Avenue, Pakuranga Heights, Auckland → -36.9125845, 174.8969052"
2025-10-16T14:22:20.600008,,Geocode Success,"39 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:20.804079,,Geocode Success,"LINZ: 39 Dalwhinnie Parade, Highland Park, Auckland → -36.90298093, 174.912626"
2025-10-16T14:22:21.147402,,Geocode Success,"39 Highland Park Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:21.386664,,Geocode Success,"LINZ: 39 Highland Park Drive, Highland Park, Auckland → -36.90209405, 174.9118889"
2025-10-16T14:22:21.687041,,Geocode Success,"8 Kincraig Place, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:21.925033,,Geocode Success,"LINZ: 8 Kincraig Place, Highland Park, Auckland → -36.9037778, 174.91321"
2025-10-16T14:22:22.659835,,LINZ Miss,"12 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-16T14:22:22.800910,,Geocode Fallback,"LINZ failed for 12 Veagh Place, Highland Park, Auckland"
2025-10-16T14:22:24.286540,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-16T14:22:24.473985,,Geocode Success,"Nominatim: 12 Veagh Place, Highland Park, Auckland → lat:-36.9044121, lon:174.9090551"
2025-10-16T14:22:24.599962,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9044121, 174.9090551, '2143') for input: 12 Veagh Place, Highland Park, Auckland"
2025-10-16T14:22:25.379015,,LINZ Miss,"18 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-16T14:22:25.550941,,Geocode Fallback,"LINZ failed for 18 Veagh Place, Highland Park, Auckland"
2025-10-16T14:22:27.190279,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-16T14:22:27.363932,,Geocode Success,"Nominatim: 18 Veagh Place, Highland Park, Auckland → lat:-36.9046617, lon:174.9091933"
2025-10-16T14:22:27.567659,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9046617, 174.9091933, '2143') for input: 18 Veagh Place, Highland Park, Auckland"
2025-10-16T14:22:27.983915,,Geocode Success,"29 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:28.237085,,Geocode Success,"LINZ: 29 Dalwhinnie Parade, Highland Park, Auckland → -36.9020446, 174.9146806"
2025-10-16T14:22:28.847730,,LINZ Miss,"60 Highland Park Drive, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-16T14:22:29.021630,,Geocode Fallback,"LINZ failed for 60 Highland Park Drive, Highland Park, Auckland"
2025-10-16T14:22:30.686352,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-16T14:22:30.828392,,Geocode Success,"Nominatim: 60 Highland Park Drive, Highland Park, Auckland → lat:-36.9022471, lon:174.9129474"
2025-10-16T14:22:31.036353,,Geocode Source,"Nominatim returned: ('Highland Park Drive, Highland Park, Auckland', -36.9022471, 174.9129474, '2143') for input: 60 Highland Park Drive, Highland Park, Auckland"
2025-10-16T14:22:31.398760,,Geocode Success,"92 Vale Road, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:31.650230,,Geocode Success,"LINZ: 92 Vale Road, Saint Heliers, Auckland → -36.85422133, 174.8667624"
2025-10-16T14:22:31.965877,,Geocode Success,"101 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:32.154135,,Geocode Success,"LINZ: 101 Aviemore Drive, Highland Park, Auckland → -36.90688755, 174.9052152"
2025-10-16T14:22:32.435942,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:32.594503,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-10-16T14:22:32.940230,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:33.193953,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-10-16T14:22:33.523316,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:33.699857,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
2025-10-16T14:22:34.015747,,Geocode Success,"23 Palmcrest Grove, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:34.282623,,Geocode Success,"LINZ: 23 Palmcrest Grove, Highland Park, Auckland → -36.90239785, 174.9061027"
2025-10-16T14:22:34.596424,,Geocode Success,"702 Pakuranga Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:34.831858,,Geocode Success,"LINZ: 702 Pakuranga Road, Howick, Auckland → -36.89882635, 174.9178044"
2025-10-16T14:22:35.162051,,Geocode Success,"68 Alicia Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:35.430792,,Geocode Success,"LINZ: 68 Alicia Road, Somerville, Auckland → -36.91069488, 174.9379552"
2025-10-16T14:22:35.731541,,Geocode Success,"44 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:35.980297,,Geocode Success,"LINZ: 44 Edendale Road, Somerville, Auckland → -36.91150113, 174.9290791"
2025-10-16T14:22:36.341886,,Geocode Success,"46 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:36.596095,,Geocode Success,"LINZ: 46 Edendale Road, Somerville, Auckland → -36.91126932, 174.9289384"
2025-10-16T14:22:36.877419,,Geocode Success,"2 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:37.096484,,Geocode Success,"LINZ: 2 Belgate Place, Somerville, Auckland → -36.91072098, 174.9286089"
2025-10-16T14:22:37.460722,,Geocode Success,"72 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:37.709371,,Geocode Success,"LINZ: 72 Edendale Road, Somerville, Auckland → -36.90867618, 174.9305152"
2025-10-16T14:22:38.042408,,Geocode Success,"53 O'Halloran Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:38.260618,,Geocode Success,"LINZ: 53 O'Halloran Road, Howick, Auckland → -36.8957141, 174.9206852"
2025-10-16T14:22:38.557261,,Geocode Success,"172 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:38.777023,,Geocode Success,"LINZ: 172 Botany Road, Botany Downs, Auckland → -36.91408478, 174.9161726"
2025-10-16T14:22:39.124281,,Geocode Success,"178 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:39.342755,,Geocode Success,"LINZ: 178 Botany Road, Botany Downs, Auckland → -36.91448028, 174.916341"
2025-10-16T14:22:39.686064,,Geocode Success,"20 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:39.860008,,Geocode Success,"LINZ: 20 Mirrabooka Avenue, Botany Downs, Auckland → -36.91020433, 174.9240548"
2025-10-16T14:22:40.536263,,LINZ Miss,"9 Mirrabooka Avenue, Botany Downs, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-16T14:22:40.726937,,Geocode Fallback,"LINZ failed for 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-16T14:22:42.199748,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-16T14:22:42.371386,,Geocode Success,"Nominatim: 9 Mirrabooka Avenue, Botany Downs, Auckland → lat:-36.9100765, lon:174.9235701"
2025-10-16T14:22:42.546035,,Geocode Source,"Nominatim returned: ('Mirrabooka Avenue, Botany Downs, Auckland', -36.9100765, 174.9235701, '2014') for input: 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-16T14:22:43.207709,,Geocode Success,"14 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:43.461740,,Geocode Success,"LINZ: 14 Mirrabooka Avenue, Botany Downs, Auckland → -36.91004731, 174.9242015"
2025-10-16T14:22:43.837048,,Geocode Success,"13 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:44.040562,,Geocode Success,"LINZ: 13 Bunker Rise, Golflands, Auckland → -36.92868663, 174.9078328"
2025-10-16T14:22:44.320665,,Geocode Success,"4 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:44.509966,,Geocode Success,"LINZ: 4 Bunker Rise, Golflands, Auckland → -36.9289267, 174.9081434"
2025-10-16T14:22:44.787208,,Geocode Success,"2 Nagle Place, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:45.039311,,Geocode Success,"LINZ: 2 Nagle Place, Golflands, Auckland → -36.92879458, 174.9087673"
2025-10-16T14:22:45.336235,,Geocode Success,"22 Carriage Close, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:45.557738,,Geocode Success,"LINZ: 22 Carriage Close, Northpark, Auckland → -36.91582802, 174.9226905"
2025-10-16T14:22:45.884147,,Geocode Success,"14 Els Close, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:46.104576,,Geocode Success,"LINZ: 14 Els Close, Golflands, Auckland → -36.92824297, 174.9080115"
2025-10-16T14:22:46.442000,,Geocode Success,"4 Crescent Hills Court, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:46.708948,,Geocode Success,"LINZ: 4 Crescent Hills Court, Northpark, Auckland → -36.91851152, 174.9254718"
2025-10-16T14:22:47.006893,,Geocode Success,"18 Royalle Mews, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:47.223056,,Geocode Success,"LINZ: 18 Royalle Mews, Botany Downs, Auckland → -36.90948742, 174.917709"
2025-10-16T14:22:47.536664,,Geocode Success,"5 Kallaroo Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:47.756752,,Geocode Success,"LINZ: 5 Kallaroo Place, Botany Downs, Auckland → -36.91326345, 174.9207951"
2025-10-16T14:22:48.087254,,Geocode Success,"8 The Green, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:48.337553,,Geocode Success,"LINZ: 8 The Green, Golflands, Auckland → -36.91978077, 174.9069734"
2025-10-16T14:22:48.682415,,Geocode Success,"11 Nypa Way, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-16T14:22:48.853485,,Geocode Success,"LINZ: 11 Nypa Way, Somerville, Auckland → -36.90792988, 174.9323795"
2025-10-16T14:22:49.139554,,Geocode Success,"72 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
